C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_01_324.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_01_324.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_01_324.jpg, 1, 1, 0, 3.601441
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_01_429.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_01_429.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_01_429.jpg, 0.9693897, 1, 0, 4.676064
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_01_534.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_01_534.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_01_534.jpg, 0.6548309, 1, 0, 5.840233
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_01_635.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_01_635.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_01_635.jpg, 0.352405, 1, 0, 7.001255
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_01_745.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_01_745.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_01_745.jpg, 0, 1, 0, 8.358518
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_01_846.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_01_846.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_01_846.jpg, 0.08878591, 1, 0, 9.478266
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_01_950.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_01_950.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_01_950.jpg, 0.3683262, 1, 0, 10.55592
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_02_051.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_02_051.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_02_051.jpg, 0.488843, 1, 0, 11.67193
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_02_153.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_02_153.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_02_153.jpg, 0.1812604, 1, 0, 12.60717
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_02_253.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_02_253.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_02_253.jpg, 0, 1, 0, 13.7152
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_02_363.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_02_363.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_02_363.jpg, 0, 1, 0, 14.99519
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_02_463.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_02_463.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_02_463.jpg, 0, 1, 0, 16.14203
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_02_565.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_02_565.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_02_565.jpg, 0, 1, 0, 17.04016
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_02_669.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_02_669.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_02_669.jpg, 0, 1, 0, 18.24477
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_02_773.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_02_773.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_02_773.jpg, 0, 1, 0, 19.12297
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_02_883.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_02_883.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_02_883.jpg, 0, 1, 0, 20.36338
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_02_984.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_02_984.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_02_984.jpg, 0, 1, 0, 21.45023
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_03_085.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_03_085.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_03_085.jpg, 0, 1, 0, 22.39562
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_03_186.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_03_186.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_03_186.jpg, -0.1196873, 1, 0, 23.39351
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_03_290.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_03_290.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_03_290.jpg, 0, 1, 0, 24.35826
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_03_394.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_03_394.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_03_394.jpg, 0, 1, 0, 25.32314
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_03_497.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_03_497.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_03_497.jpg, -0.1853374, 1, 0, 26.43257
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_03_601.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_03_601.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_03_601.jpg, 0, 1, 0, 27.37205
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_03_704.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_03_704.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_03_704.jpg, 0, 1, 0, 28.30386
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_03_807.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_03_807.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_03_807.jpg, 0, 1, 0, 29.22729
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_03_912.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_03_912.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_03_912.jpg, 0, 1, 0, 30.14161
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_04_018.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_04_018.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_04_018.jpg, 0, 1, 0, 30.19028
C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\center_2018_09_12_03_48_04_125.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\left_2018_09_12_03_48_04_125.jpg, C:\Users\Alec\Desktop\Self-Driving Car\Data\IMG\right_2018_09_12_03_48_04_125.jpg, 0, 1, 0, 30.19049
